Kritik dan Saran,Klasifikasi
moga lebih baik lg bu,1
saran ibu beri materi tepat waktu,1
moga lebih senang saat guna gmeet,1
makin tingkat pak,1
vocabulary sangat resah,1
moga lebih senang,1
beri tugas diberitahu ekuliah ada notifikasi tugas sering lewat tugas tidak tahu,1
makin tingkat bu,1
tingkat,1
cukup baik,1
moga depan lebih baik dalam ajar,1
cukup,1
sampai materi perlu tingkat,1
jangan terlalu cepat jelas offline,1
ada saran,1
rangin metode ringkas,1
moga depan mudah hubung,1
saran cukup baik,1
ada saran kritik pak,1
cukup baik,1
cukup jelas,1
jelas lewat youtube,1
mungkin untuk sekali kali gmeet,1
lebih tingkat,1
tahan baik,1
ada hand book,1
menjelaskann materi lebih jelas,1
metode ajar laku semester benar terlalu efisien mahasiswa minta presentasi materi minggu dosen tambah jelas di saat sisa waktu tinggal sedikit mahasiswa terlalu faham materi sebut,1
jelas lebih detail,1
moga sabar hadap mahasiswa,1
jelas materi jelas,1
tetap sabar ajar tetap jd dosen yg baik,1
deh soal bu pipit baikkkk,1
kalaupun ada meet enggak buat video materi buat ppt materi jangan mahasiswa biar cuma absen e kuliah aja mau uas bingung mau ajar apa,1
sangat mudah paham pak ya tengah semester ganti dosen,1
mohon maaf ibuk temu semester ikut lebih di tingkat untuk hadir sampai materi,1
moga lebih tegas ajar,1
sehat selalu pak,1
sehat selalu ibu,1
saran lebih baik kedepann nggeh bu lebih dekat dengan ibu walaupun ibu super sibuk sekali kami bisa maklum bu semangat terus bu,1
apabila jelas materi jangan terlalu cepat kami paham,1
lebih semangat klo ngajar pak,1
mantaulll,1
lebih ditingaktkan nggeh bu komunkasi dengn mahasiswa bu,1
cukp baik,1
lebih baik lg,1
dosen terang materi terlalu cepat bicara masih paham mungkin lebih paham offline benar sedikit susah,1
mantul pak lanjut,1
lebih banyakin via gmeet bu ibu terang jangan cuma yt aja rada bosan buu,1
semua baik lebih baik sekal kuliah offline beri sempat mahasiswa masih bingung materi lebih jelas,1
baik sekal beri quiz mahasiswa dapat gambar uts uas saya waktu uts alami sulit sangat jarang beri soal latih,1
lebih tepat ajar ajar sendiri dulu baru jelas lebih rinci,1
baik jelas kena materi beri terkadang bosan kalau materi beri terlalu banyak singkat singkata dapat paham banyak mahasiswa kurang paham materi,1
cara sampai materi lebih jelas dan gaya ajar lebih senang,1
cukup,1
lebih banyakin materi,1
baik metode kuliah,1
kalo suruh nonton film jangan bayar pa hehe,1
baik metode kuliah,1
beri materi tugas sesuai jadwal mk,1
lebih semangat di sesi jasa,1
sering meeting class bu,1
harap dosen beri modul mahasiswa,1
baik akan lebih baik jangan selalu menggukan yt ajar ada kontak guna meet lebih enak komunikasi,1
contoh soal soal disamain bu jasa jadi bingung pas kerja hehe,1
ajar sma uji materi samain pa hehe,1
baik terkadang pasti mau meet tidak lebih baik ada komunikasi lebih mudah tahu nya,1
terus baik kembang lebih baik,1
sedikit saran ada materi dosen sendiri mahasiswa punya referensi dosen sangkut,1
saran banyak dalam gmeet,1
baik terkadang terlalu kecepetan ajar jadi kurang paham,1
terus kembang bisa jadi lebih baik,1
saran tambah modul,1
baik kadang ngga kasih pasti mau meet jam berapa padahal udah waktu meet ibu masuk jadi bingung sendiri baik ibu lebih baik,1
dosen seringkali masuk ada konfirmasi tiba tiba umum kelas ganti dadak tidak apa apa karna uts nya gampang,1
kuis diekuliah tampil jawab yg salah mahasiswa dapat ajar dg baik yg tampil nilai nya,1
saran lebih sering gmeet,1
moga ajar lebih baik dari belum,1
saran lebih sering gmeet,1
lebih tepat waktu apabila ada jam mata kuliah nya,1
jelas mohon cepat,1
lebih baik beri modul referensi ajar,1
ajar mudah paham kalau lebih asik tarik dalam ajar biar jangan spaneng,1
jelas mohon suara besar jelas,1
moga ajar lebih baik agar mahasiswa lebih kuasa materi,1
ajar cukup baik mudah paham moga ilmu manfaat yah pak terap dunia nyata detail bisa senang dalam ajar biar jangan spaneng mahasiswa nya,1
cukup moga depan lebih baik dalam ajar kalau ada tambah sampai materi patok video youtube,1
ada sudah ajar baik,1
saran cara ajar jelas materi tingkat lg jauh lebih baik depan kritik ada,1
baik mk laku gmeet,1
depan makin rajin sampai materi baik ajar kami semua cakup materi ibu ikan juga depan bisa bikin ajar senang dalam kelas maupun daring terimakasih,1
moga jawab chat mahasiswa lebih tingkat cukup lama kadang cuma read,1
baik dosen jelas materi saat daring lebih jelas lg mahasiswa lebih mudah paham,1
moga depan lebih baik,1
depan lebih baik,1
moga depan lebih baik,1
saran baik proses ajar lebih tingkat lg bisa jauh lebih baik depan kritik lebih disiplin tepat waktu lg ajar mulai,1
moga offline bisa praktik langsung,1
tugas rangin pa hehe,1
moga depan lebih baik dalam ajar,1
ada cukup baik,1
saran baik dosen ajar jelas lg sedang jelas materi saat daring mahasiswa lebih mudah paham kritik ada,1
cukup baik semua lebih tarik ketika buat bahan ajar cepat erti,1
lebih tarik ketika buat bahan ajar lebih senang dapat cepat paham,1
lebih tarik buat bahan ajar mudah paham,1
lebih jelas ketika jelas materi,1
jelas jangan cepet cepet,1
lebih tarik ketika buat bahan ajar lebih jelas ketika jelas materi jangan cepet cepet,1
saya cukup,1
cukup baik dalam terang intonasi terlalu cepat jadi kurang mudah paham,1
jelas materi mohon tidak terlalu lambat,1
moga beri modul referensi ajar,1
beri kuis mohon per bab 1 kuis,1
baik presentasi jelas materi lebih,1
adakan kuis,1
saran saat mulai meeting online memberitahukan jam berapa mulai,1
jelas harap jangan tele tele,1
dosen sangat bagus ajar juga beri media kuliah saja dosen sering hadir milik perlu lain,1
lebih tingkat lg ajar jauh lebih baik depan,1
saran jangan sering bikin tugas video labuh baik ketik di tulis,1
saran beri materi ajar ajar,1
cukup baik ajar,1
cukup baik,1
cukup tarik kalau ajar,1
cukup baik ajar,1
cukup baik kalau ajar,1
cukup baik ajar,1
lebih jelas dg detail,1
cukup baik,1
tahan tingkat cara ajar,1
tahan tingkat cara ajar,1
cukup baik dlm jelas materi,1
tahan tingkat cara papar materi,1
mudah paham terang,1
maaf mr terlalu banyak tugas tugas rangin,1
moga depan makin baik,1
saya bapak arif jelas materi jelas sampai harus jangan temu selalu tugas yang hubung medsos tidak semua mahasiswa senggang tidak kerja,1
cukup jelas,1
jangan sering kasih tugas pak sudah cukup lelah kerja bukan maksud keluh keluh kesah,1
semangat pakkk,1
moga depan makin baik,1
mahasiswa 1kelas selesai kuis harap bagi jawab benar jadi mahasiswa tau salah isi kuis tanya yg mana buat evaluasi mahasiswa,1
cara ajar baik,1
semangat ibuuuu,1
kurang tugas,1
saran moga temu semester ikut tugas beri terlalu banyak,1
tingkat,1
moga depan makin baik,1
semangat,1
moga depan lebih baik dalam ajar makin tarik,1
beri tugas kwu tanam hidroponik baik bimbing beri paham kami lebih jelas,1
terus semangat bu,1
maaf pa lebih asik kalo ngajar,1
orang senang tpi kurang paham jelas materi yg sampai karana jelas lalu kelompok,1
saran moga lebih baik dalam jelas materi utama materi hitung,1
lebih jelas ibuu,1
hanya harap apa orang tua keluar saya banding apa saya dalam didik,1
materi sampai cukup jelas paham mahasiswa,1
saran lebih baik dosen beri modul bahan ajar mahasiswa pada materi akuntansi perban agak susah ajar otodidak modul,1
jelas online munkin lebih tingkat agar mahasiswa paham,1
menginput nilai uts maupun uas oase sesuai yang di ekuliah,1
saran moga depan lebih baik dalam beri materi mahasiswa,1
saran moga kepada apabila jelas materi online volume suara tingkat mudah paham,1
harap baca jujur sama sekali paham bukan jurus pure akuntansi tdk laku ajar lama 3 thn penuh hanya krg 2 tahn itu bukan ajar minat harap paham maksud untuk langsung materi sangat mudah erti fokus dalam ajar langsung bahasa inggris maaf saya kurang erti semester pak terimakasih,1
sangat kes anda paling sering ada offline rasa offline anda terlalu cepat saya yang gaptek kurang susul terimakasih,1
sering2 kasih materi buk,1
online via gmeet kenan terimakasih,1
terimakasih,1
jelas gampang paham,1
baik bu hesti ada kritik,1
bu jgn sering2 ngadain tanya jawab buk takut,1
ada kritik pokok baik bu ririh sehat sehat buk,1
kalo jelasin materi kecepetan moga depan lebih baik,1
moga depan lebih senang proses ajar,1
moga nanti lebih baik,1
kalo ngasih kuis jangan susah susah bu,1
moga lebih bagus ya bu,1
moga tambah senang ya bu,1
moga lebih banyak offlinenya biar materi lebih mudah paham,1
moga depan sesuai jadwal soal kalo ngajar lebih jam kuliah,1
kalau saran suara dikerasin sedikit pak biar antuk terimakasih,1
lebih baikk lagiii,1
oke,1
jangan mundur mundur waktu jam kuliah saat mahasiswa presentasi gapapa mahasiswa erti dosen mungkin sibuk,1
lebih jelas pada buat video contoh kasus soal beda materi,1
materi cukup jelas paham mahasiswa itu lebih teliti menginput nilai baik uts maupun uas,1
perlu perhati jelas lalu share screennya kadang pptnya henti suara,1
baik ringkas bentuk modul harga jangan mahal,1
ajar baik alangkah baik jija ibu sering beri soal latih anggar terimakasih,1
jangan susah2 kalo bikin soal pakk,1
moga depan lebih baik dalam ajar,1
ada,1
sampai materi cukup jelas mudah paham,1
sampai materi terlalu singkat ada kendala paham materi,1
materi banyak daring buat kurang kuasa,1
tingkat kerja ibu lebih semangat dalam beri materi,1
moga lebih senang ajar,1
cara ajar cukup baik,1
ajar cukup baik,1
cara ajar sampai materi cukup baik,1
kritik mr arief ajar sangat muas saran hanya satu kena mr arif susah hubung baik lambat lambat 30 menit abar mahasiswa kena kelas misal akan guna gmeet e learning lain mahasiswa tidak tunggu lama kadang kita malam di kerja hendak pulang kerja,1
saran jangan semua materi semua ajar menggunakam yt kami mahasiswa susah jika umpan balik,1
lebih efektif kalau damping modul para mahasiswa mahasiswa punya buku pegang,1
moga lebih baik depan,1
cara ajar cukup baik,1
ajar cukup baik kadang sampai materi cepat,1
cara baja cukup baik,1
dosen sampai materi cukup jelas tidak konsisten waktu ajar,1
boleh mahasiswa beri buku pegang mudah maha siswa cari materi penting modul dapat tanda,1
ajar lalu youtube memang senang sekal laku ajar lalu gmeet mudah mahasiswa tanya jawab paham materi lebih,1
mungkin lebih banyak tatap muka,1
cukup baik,1
sekal ada tatap muka diskusi materi mana belum paham cara selesai,1
lebih banyak tatap muka seperti otomatisasi kantor minggu offline minggu depan online karna mk sebut akutansi praktek dasar praktek teliti dosen sebut mahasiswa paham apa telah jelas,1
ada semua cukup,1
cukup baik papar materi,1
makasih bu,1
baik kurang beri tugas mahasiswa beri nilai bagus mahasiswa nya teladan,1
baik jelas cara hitung kurang teori mengshare materi,1
lebih baik ada ajar gmeet diyuotube mengshare materi harus ajar mahasiswa,1
jelas materi pelan bisa paham materi hitung jangan terlalu cepat,1
semangat pak,1
ajar baik terlalu cepat jelas,1
semangat ibukkk,1
fighting pakkk,1
lebih baik bapakkk,1
moga lebih sering masuk,1
lebih baik ibu,1
moga sering gmeet ibu biar paham betul materi,1
moga corona cpt ilang otomatisasi sering praktek pak,1
minta kasih soal kena hitung pajak bu,1
jangan cepat cepat beri materi praktek,1
moga lebih baik,1
saran aja bu kalo jelas lewat youtube yang detail bu,1
senang,1
moga lebih baik,1
mudah paham,1
jgn banyak tugas pak hhe,1
lebih enak klo suasana ajar nya buat lebih senang lg pa,1
baik beri tugas terlalu banyak bisa mungkin 1 bulan 2x minggu selalu tugas,1
baik dosen beri rangkum materi bentuk modul mudah mahasiswa paham materi,1
baik hanya beri materi lewat video ajar sekal misal 2x temu dlm bulan jelas langsung lewat google meet jadi umpan balik lebih mudah paham,1
nice,1
lebih sabar bapak ajar mahasiswa,1
semangat buk,1
semangat,1
moga ibu meet jelas materi mata kuliah ibu,1
tahan kualitas sudah,1
lebih lebih baik,1
lebih baik,1
tetap jadi dosen baik semua mahasiswa,1
tahan metode ajar,1
pak ngasih tugas jangan banyak banyak,1
cara ajar ajar baik seru tp tugas jangan terlalu banyak,1
baik tugas lebih kontrol tidak terlalu beban mahasiswa,1
lebih sabar hadap mahasiswa,1
baik lebih sabar proses ajar,1
baik lebih buat suasana ajar jadi lebih senang,1
baik lebih jadi suasana ajar lebih senang,1
moga temu kuliah cara tatap muka langsung offline,1
klo di selang seling sma meet,1
tingkat metode ajar,1
tahan metode ajar senang,1
tahan metode ajar baik,1
moga lebih baik,1
di baik,1
praktek 75 teori 25,1
moga di tingkat kan,1
baik nya guna google meet kalo pake zoom bayar lebih banyak makan kuota,1
saran kalau jelas materi jangan lewat youtube baik guna google meet mudah paham,1
saran kalau jelas materi jangan lewat youtube baik pakai gmeet lebih paham,1
baik nya tugas jangan temu,1
saran kalo jelas jangan cepet cepet bu biar mudeng,1
lebih sabar ya pak mengahadapi mahasiswa,1
saran sekali2 gmeet jelasin materi bu paham,1
saya sering sering google meet biar kalau dijelasin mudah paham,1
saya kalau ajar enak mudah paham note kalau ngasih tugas jangan bikin video terus jangan ngasih tugas hari kalau temu,1
saran sering ringin gmeet,1
saran kalau ajar sering sering google meet,1
lebih semangat lagibuntuk ajar pak biar ngeh maksud materi apa di sampai,1
kurang tugas pak,1
ada keluh,1
terkadang kurang jelas jelas karna kendala sinyal,1
lebih baik dan tetap semangat pak,1
lebih semangat bu ajar,1
jelas jangan terlalu cepat pak,1
ajar lebih digiatin bu,1
butuh bimbing ibu,1
semangat terus pak,1
kalau jelas jangan terlalu cepat ajar senang semangat terus bu,1
lebih semangat dalam ajar lebih senang tidak ngantuk,1
sangat baik sampai bahas,1
sangat baik sampai jelas,1
baik guna google meet lebih mudah erti jangan google classroom,1
moga mnjadi lbih baik,1
tahan pasti lebih baik,1
baik jelas materi detail mahasiswa paham alur hitung tiap kasus,1
harap kurang tugas d ikan,1
lebih baik lagih buat depan,1
lebih d efektif beri materi meet,1
materi ajar lebih buat tarik mungkin lebih paham,1
jelas materi lebih paham,1
moga depa ikan modull biar ajar di rumah,1
sering adain gmeet bu jangan video mulu,1
semua lebih buat suasana jadi lebih cair tegang beberapa mahasiswa ada yg b inggris ada yg,1
lebih efektif beri materi guna google meet,1
baik sekali dua kali ada kelas offline,1
pak kalo sekali ngasi tugas jangan langsung abrek yaa,1
bu maaf baik kalaw ridi jangan sebutin nama kasihan yang ridi misal cuman satu orang mental down bu lebih baik pc yang rasa kurang tinggi aja nilai kek gtu jangan beri tahu siapa nama manusia punya asa bu,1
beri materi tepat waktu sehat selalu bu,1
moga tetap tahan cara ajar bu,1
moga ajar tatap muka,1
moga laku ajar tatap muka,1
moga depa lebih baik,1
saran untuk pertmuan guna googlemeer mahasiswa bisa paham materi sebut,1
saran nya lebih mantap materi nya mahasiswa benar2 kuasa materi sebut kritik nya kurang dalam sampai materi,1
saran tetap tahan cara ajar,1
depan bisa interaksi mahasiswa,1
ajar nya tarik dapat paham kritik nya kurang dalam,1
sedang tulis buku terlalu cepat panggil karna nulis blm selesai,1
terimakasih,1
sering adakan google meet biar paham jangan pake youtube terus,1
cukup baik bu,1
ada saran kritik moga depa lebih baik,1
cukup,1
jelas materi lebih paham,1
terima kasih,1
beri bahan ajar buku modul bisa mudah paham,1
sering adakan offline kalo online kadang ga mudeng,1
sering praktek langsung lab pak kalo cuma jelas kurang paham,1
lebih pelan dalam ajar mudah paham,1
jelas materi lebih mudah paham,1
soal jawab ppt disatuin aja soal bingung yg mana tidak hilang,1
jelas materi lebih paham,1
lebih pelan dalam jelas mudah paham,1
jelas materi lebih paham,1
sehat selalu pak,1
sedikit cepat jelasin,1
sehat selalu bu,1
cukup baik,1
cukup baik,1
mungkin jelas materi lebih pelan pelan jangan buru buru kadang beberapa mahasiswa tidak paham,1
saran ketika sampai materi lebih jelas dalam ucap tidak putar putar,1
lebih cara sampai materi tidak buru buru,1
jasa lebih to the point aja bu,1
cara sampai materi jangan terlalu buru buru banyak mahasiswa kurang paham,1
sampai materi lebih jelas dan jangan muter muter,1
moga depan nya sampai materi lebih baik,1
sampai materi lebih tarik depan,1
jasa dibanyakin,1
sehat selalu bu,1
tetap jadi baik ada apa,1
masuk jam kuliah cari hari untuk ganti temu lalu materi tidak tinggal,1
75 praktek 25 teori,1
jelas materi sesuai yang modul ppt bisa paham baik,1
moga makin baik buat depan,1
lebih sabar ajar mahasiswa ketika tanya jawab lama tidak jawab kalau bis diitambah metode ajar lebih senang proses ajar,1
selalu tepat waktu pada ajar terkadang bosan,1
moga lebih baik,1
batas waktu lama daring buat sampai materi kurang maksimal terima kasih pak,1
jangan sering kasih tugas vidio bahasa inggris bu hehe jangan diuplaod media sosial,1
sampai materi jelas sudah adakan q a tiap temu,1
jelas tiap sampai materi,1
lebih baik dalam ajar,1
presentasi kelompok atau absen gmeet memang kendala sinyal harap maklum,1
tingkat temu lalu gmeet zoom,1
lebih baik dalam ajar,1
lebih baik dalam ajar,1
ajar mohon bapa beri papar metode agar kelas jadi lebih senang,1
saran ajar buat kelas jadi lebih rileks santai jangan terlalu tegang serius,1
moga diadakn kuliah offline lebih mudah paham per materi,1
sampai materi jelas mudah paham,1
lebih tarik dalam ajar tidak monoton,1
lebih sabar dalam ajar,1
lebih santai dalam ajar tidak terlalu tegang monoton,1
tahan metode ajar,1
baik jelas dulu materi mahasiswa mampu paham materi sebut,1
lebih giat dalam proses ajar,1
jangan bosan jadi orang baik,1
jangan terlalu cepat jelas materi praktek,1
lebih sabar ketika jelas materi lalu kuliah online terkadang mahasiswa kendala sinyal,1
lebih tingkat untuk cara ajar terkadang rasa bingung apa bicara dosen sebut,1
lebih tingkat cara ajar mahasiswa lebih mudah paham materi ajar,1
lebih fokus listening mk inggris,1
ajar jangan terlalu banyak materi mudah paham,1
kalau beri tugas jumlah banyak waktu sedikit,1
saran jika laku ajar lebih tarik supaya mahasiswa tanggap materi sampai,1
saran jika laku ajar offline beri tutorial video baik beri sesuai jadwal,1
kirim materi jangan mepet kuis bu,1
jelas materi bikin ppt,1
saran jika sampai ajar jangan terlalu cepat,1
lebih sabar jika mahasiswa kurang paham,1
ada saran kritik pak arif dosen asik,1
ada saran kritik,1
saran untuk beri ajar jelas bisa jelas satu satu,1
mohon tidak terlalu cepat jelas materi sampai saya harap bapak tingkat cara ajar bapak baik saya erti ajar sama bapak,1
baik ngasih nilai kurang baik,1
dosen sudag undur diri kampus hanya sampai terima dosen benar2 kompeten untuk ajar semester tengah akhir cari dosen benar2 ahli karna materi makin rumit bukan dosen yg ga selalu minta mahasiswa aktif gilir tanya malah lempar tanya mahasiswa butuh dosen arah arah ajar kalo dosen ga jelas benar bagaiamana kualitas mahasiswa,1
moga lebih baik dalam ajar,1
saran ada wa masuk baca balas,1
saran untuk sampai materi lebih detail supaya mahasiswa lebih jelas,1
saran jika sampai materi jelas supaya ajar tarik mahasiswa cepat paham mahasiswa,1
saran untuk sampai pembelejaran jelas supaya mahasiswa paham,1
saran buat ajar lebih senang,1
saran guna media ajar basis online ajar online harus tugas beri sesuai jadwal,1
saran bsa buat suasana ajar senang,1
vocabulary beri ingat mahasiswa lupa isi,1
saran buat ajar senang,1
baik bahas materi tahap selesai,1
saran lebih jelas ajar,1
tugas jangan rangkum terus pak,1
cukup detail jelas,1
baik jangan terlalu cepat sampai materi apabila beri tugas deadline nya beri waktu tambah lebih lama,1
moga depan jadi lebih baik,1
moga depan jadi lebih baik,1
jelasin materi jangan cepet cepet pak,1
cara ajar tonton materi video youtube temu lalu google meet bahas soal saya kurang aktif,1
lebih baik depan,1
moga jelas materi lebih baik jangan terlalu cepat jelas materi mahasiswa faham,1
lebih baik jelas materi lebih buat senang mahasiswa bosan ajar,1
lebih jelas dalam beri materi,1
terima kasih pak sehat sehat pak,1
terima kasih ibu sehat sehat bu,1
saran lebih baik praktek rumah guna leptop ada vidio,1
sangat killer tugas terus tp baik si,1
sinyal kalo gmeet,1
paham si,1
kalo jelas materi lebih jelas atau paham mahasiswa,1
kalo jelas materi suara lebih jelas jangan terlalu kecil,1
saran tetap tahan kualitas baik,1
saran selalu ajar test2 toefl karna ok,1
makin lebih baik,1
sedang dapat kritik tidak milik saran,1
saran bisa praktek offline,1
moga sukses,1
saran moga lebih tanggap hubung mahasiswa,1
saran ajar jangan terlalu cepat mahasiswa mudah paham materi,1
matur nuwun pak ardhi sehat selalu sukses selalu,1
saran moga lebih erti ada mahasiswa karena bagi mahasiswa wilayah susah sinyal jadi cepat merespon apa tanya dosen dari dengan sangat sedang tanya kpd mahasiswa dosen bisa lebih sabar karena ada batas sinyal,1
saran sedang mk langsung online audio lebih perhati mahasiswa sulit dengar jelas dosen ikan karena suara terlalu kecil,1
moga kebih baik,1
lebih baik sampai materi ajar,1
jelas materi lebih baik,1
jelas materi baik jangan terlalu cepat,1
daring baik jelas guna gmeet lain jangan kirim materi,1
lebih evaluasi untuk nilai mahasiswa,1
lebih tegaa kpd mahasiswa mahasiswa lebih disiplin,1
kalo emang bisa cukup waktu lebih baik dii ganti hari sajaa jangan hari juga,1
cipta suasana ajar senang,1
lebih disipilin,1
lebih perhati jam ganti kuliah,1
lebih perhati disiplin jam kuliah,1
lebih baik,1
lebih baik beri nilai,1
sehat selalu sukses terus matur nuwun,1
baik melakakukan gmeet sudah beri materi lalu vidio ppt lebih paham,1
tetap laku gmeet walau beri materi lalu vidio youtube,1
cuku baik,1
lumayan,1
jelas lebih detail,1
masih bingung pak cara buat diagram ppt belum jelas sudah beri tugas,1
kalau kasih nilai tugas jangan terlalu sedikit,1
moga depan lebih baik ya pak,1
terlalu sering lebih waktu ajar,1
lebih tingkat proses ajar,1
ajar senang materi mudah paham lebih tingkat sampai materi,1
jadi lebih baik,1
lebih tingkat cara ajar lebih disiplin,1
jelas kuliah lebih baik,1
sampai materi jangan terlalu cepat dapat paham mahasiswa,1
lebih disiplin lagiii,1
keren pak,1
tetap semangat bu,1
moga materi beri sesuai soal uasnya,1
moga hanya materi lewat youtube,1
kalau bikin video suara dikerasin bu,1
moga tutorial via youtube biar ulang nontonnya,1
cukup baik ajar,1
moga bisa lebih baik beri materi,1
l jadi lebih baik,1
pelit beri nilai uji,1
tetap jadi lebih baik,1
tetap santai pak dala ajar mudah paham asik,1
lain sempat sudi kira bapak dosen hormat beri jelas materi lebih agar mahasiswa terima materi ajar baik ingat mata kuliah rupa mata kuliah baru masih awam terima kasih,1
ada kritik saran gut job mr sehat sehat selalu,1
kritik sama isi kuesioner semester belum terima kasih sama sama,1
sehat sehat bapak,1
sehat sehat selalu bu idah,1
ada kritik saran terima kasih,1
sehat sehat selalu ibu,1
susah cukup baik ajar,1
tingkat,1
benar bu ika dosen ganti alm bapak sunandar baru rasa ajar bu ika satu kali temu jadi terlalu tau bagaimana bu ika satu temu bu ika cukup baik dalam sampai materi,1
beri sumber untuk bahan ajar sangat baik praktikum jelas bagaimana cara step by step,1
sampai jelas,1
sabar,1
jelas baik,2
baik,2
mantap,2
baik banget sabar,2
bagus semua,2
bagus semua,2
baik jelas,2
baik jelas,2
baik semua,2
baik banget,2
best,2
baik ajar,2
sampai materi jelas,2
sampai materi jelas mudah paham,2
baik,2
bagus,2
mantap pak asrofi,2
jauh udah baik sii,2
baik ajar,2
bagusss,2
ada wkwkwk good job,2
bagus lebih tingkat giat perkulihaan lebih asik tidak bosan,2
ga punya kritikkkk si bapakkk baekk bgttt asliii kga boong,2
tetap jadi dosen baik nggih pak,2
tetap jadi dosen baik semua mahasiswa,2
tetap selalu jadi dosen baik semua mahasiswa,2
tetap jadi dosen baik moga tingkat lagu,2
baik terimakasih,2
bagus pak,2
cara ajar baik,2
dosen baik,2
baik ajar,2
good,2
sudahbaik,2
ada saya suka ajar bu anita,2
baik senang,2
moga depan lebih baik dalam ajar,2
baik ramah senang,2
gak soal bu pipit baikkk hatttiii,2
sampai nya tata mudah paham,2
kren bu i like it,2
mudah paham sampai materi,2
baik materi ajar paham,2
senang ajar,2
senang ajar,2
ibu beri materi cara beda dengan media sosial youtube sampai ibu benar benar jelas saya suka cara ibu jelas mudah paham terimakasih bu,2
cara pak arief sampai materi sangat bagus kadang tugas terlalu tumpuk,2
jelas cukup paham,2
saya ibu beri metode ajar sangat baik mahasiswa mudah erti terimakasih beri banyak ilmu manfaat saya,2
cara ajar sangat interaktif mudah erti,2
update vocabulary lebih dipastiin baik ada kuliah hari senin update isi vocab batas minggu,2
enak banget dapet dosen beliau santai tetep masuk ajar,2
dosen paling sabar hadap mahasiswa nya,2
cara ajar sangat interaktif mudah erti senang,2
saran semester depan temu moga dosen beri materi mahasiswa baik online maupun offline,2
ada pokok bu anitta the best,2
walidosen ajiiibbb,2
cara ajar sangat interaktif mudah erti senang,2
saran moga tahan tingkat sampai materi sampai materi sangat mudah paham,2
ada pokok senang cara ajar,2
jelas masuk banget enak kalo ngajar slow tetap masuk,2
ajar cukup buat paham terimakasih,2
walaupun lewat youtube jelas tuh jelas banget,2
ada kritik pokok wali kelas ter the best,2
cara ajar cukup buat paham terimakasih,2
vidio ajar nya gampang buat paham,2
walaupun daring jelas gampang paham kalau praktek gampang,2
ada cuku jelas apa di sampai mudah erti jelas,2
pak ibnun orang baik ada kritik senang cara terang materi jelas,2
tetap santai mudah erti,2
sampai materi ajar jelas mudah paham,2
ajar presentasi kemarin buat sangat paham apa audit,2
saran dosen cukup baik sampai materi moga tahan tingkat,2
bu ii sangat jelas beri materi,2
ajar sangat interaktif mudah erti,2
sampai materi cukup jelas mudah paham mahasiswa terimakasih atas ilmu,2
metode ajar terap pak dosen baik mahasiswa mudah erti tidak bosan ajar kelas daring maupun offline,2
ada suka bu dosen terang materi youtube,2
ada suka bapak dosen dalam ajar,2
ada suka ibu dosen dalam ajar,2
dosen jelas materi baik dapat paham,2
dosen jelas materi baik dapat paham,2
dosen menyanpaikan materi baik dapat paham,2
waktu ibu sempat kelas lalu media tatap muka online gmeet zoom hanya video yg ibu share akan lebih jalin keluarga dosen dg mahasiswa,2
sangat bagus tingkat ibu,2
bagus tingkat pak,2
bagus terus tingkat ibu,2
bagus pak terus tingkat,2
ada saran kritik yg arti semua bagus pak sangat senang ajar bpk,2
baik baikk cukup ada saran and kritik nothing,2
metode ajar sangat bagus makasih bu,2
tingkat kerja bapak lebih semangat lagih beri materi cara ajar sangat interaktif sangat erti,2
jelas ajar kena materi singkat mudah paham,2
ajar santai ramah buat senang ajar,2
coba guna beberapa media ajar terimakasih,2
jelas jelas metode ajar,2
ada saran apa karna pa ananto ajar baik,2
baik simpan materi ajar,2
baik sampai materi ajar,2
bagus sampai materi ajar,2
bagus sampai materi sampai materi ajar,2
ibuknya friendly bgt klo offline lebih asyikkkk,2
mudah paham ajar,2
tingkat cara ajar nya tetap jadi dosen baik semua mahasiswa,2
mudah paham jelas terang,2
baik mudah paham,2
mr arief is the best,2
baik sangat jelas ajar,2
ga punya sarannn si bapak ngajarnya enakeun bgttt seriusannn,2
moga ibu yen terus tahan cara ajar santai tetap beri manfaat kami semua,2
pak asrofi saat sampai materi jelas dapat paham,2
bagus lebih tingkat dalam sampai materi saat daring mudah paham,2
dosen yg sangat baik,2
kalau jelasin enak mudah paham,2
sangat baik jelas materi,2
cara ajar senang tiap temu jangan kasih tugas terus dong pak hehe,2
materi sampai mudah paham,2
mudah erti jelas,2
baik beri jelas,2
terimakasih pak ajar semester,2
terimakasih bu ajar semester,2
dosen paling enak ajar to the point ga bikin bosen,2
baik banget bu hanum sabar hadap mahasiswa,2
sabar baik banget bu wahyu paling suka jelas sesuai ada real,2
baik selalu tepat waktu ajar,2
moga depan lebih baik dalam ajar makin tarik,2
cukup baik ajar alangkah lebih baik kalo sering offline lebih enak,2
tetap humoris bu selalu senang,2
bagus ajar,2
jelas sangat baik,2
sampai materi mudah paham,2
kelas bu pipit sangat senang,2
terima kasih bu sabar ngajar kelas,2
ajar sangat senang mudah paham,2
ajar senang materi lebih mudah paham,2
ajar mudah paham,2
saya ajar mudah paham,2
baik sekali bu anita mah,2
ajar mudah paham,2
ajar baik,2
baik cara ajar mudah paham,2
tambah cantik dosen cantik baik hati,2
baik ajar,2
baik ajar,2
