Kritik dan Saran,Klasifikasi
"kami sebagai mahasiswa tidak paham tentang materi ASP ini, tetapi terkadang dosen tidak mau menjelaskan terlebih dahulu tentang materinya",0
Tolong ya Bu harusnya mengajar sesuai dengan jadwalnya jangan malah jarang mengajar sekali,0
Kalo bisa dijelasin pak materinya jangan malah satu jam diem-diem terus,0
"Bu kalau bikin soal UTS atau uas opsi nya jangan pake ""a dan b benar"" atau ""b dan c benar"" dsb soalnya di ekuliah gada opsi abcd nya dan opsinya juga kadang dibolak-balik (diacak) jadi bingung kalau mau jawab",0
"tidak ada
",0
Terlalu ketat dalam mengajar,0
Kur,0
Tidak adanya penjelasan saat pengerjaan tugas baru,0
Penjelasan tentang perintah lumayan kurang jelas,0
Penjelasan tentang pernyataan soal dari dosen kurang jelas sehingga cukup bingung saat mengerjakan soal,0
"untuk pak sunarto menurut saya dalam mengajar atau menjelaskan materi kurang jelas, sehingga banyak mahasiswa yang boring atau tidak ada sesuatu yang menarik ",0
Tidaknada,0
Terlalu cepat dalam menyampaikan materi. Dan terlalu cuek dengan mahasiswa,0
1 dosen memegang 1 matkul saja. Karena mk motion graphict ini jadi jarang di ajarkan dengan maksimal. Jarang masuk,0
Kelas online kurang cocok untuk matkul ini. Karena menurut saya matakuliah ini harus secara tatap muka. Masih mending nonton tutorial langsung di youtube,0
Menurut saya jangan pakai asdos,0
Kurang dalam cara menyampaikan bahan ajar kepada mahasiswa,0
kurang tepat waktu,0
"Jarang memberi penjelasan materi ke mahasiswa hanya memberikan ppt sama tugas tiap minggunya, dimohon untuk kedepannya jangan seperti itu",0
Ga tau,0
Metode pembelajarannya terlalu monoton,0
"Pembelajaran lebih bervariasi lagi, jgn hanya menonton vidio yt dan resume (jarang daring menggunakan gmeet)",0
lebih jelas lagi dalam menjelaskan materi,0
Tidkak ada,0
Cara mengajar kurang menyenangkan,0
Maaf sebelumnya klu bisa asisten dosen sediaan solid diganti,0
Kurang dalam mengajar,0
Ga tah,0
Kurang jelas ketika mengajar,0
"Materi yg disampaikan sulit dipahami, tugas sulit :"")",0
Dalam pembelajaran praktek sediaan solid dosen nya sangat sabar. Dosen selalu memberikan pertanyaan apabila ada mahasiswa ada yang belum paham dalam materi tersebut.,0
Sebaiknya dosen menjelaskan materi secara rinci karena tidak semua mahasiswa mengetahui apa yang diajarkan,0
Ga ada,0
masuk oh jangan tugas terus,0
Ketika menerangkan kurang jelas dipahami,0
Seharusnya dosen menjelaskan terlebih dahulu apa yang akan di praktekkan,0
Dosen jarang masuk lab. Lebih sering praktikum didampingi oleh asisten laboratorium / laboran,0
jangan pilih kasih dong,0
Cara pembelajaran kepada mahasiswa kurang efektif apabila tidak secara offline,0
Kurang dalam menerangkan,0
Kurang jelas dalam menerangkan,0
Kurang dalam penugasan dihubungi,0
"Banyak kendala di mata kuliah ini contohnya seperti : mahasiswa yg tidak memiliki komputer/laptop tidak dapat mengikuti pembelajaran daring, mahasiswa yg sudah memiliki komputer/laptop namun aplikasi pembelajaran yg digunakan tidak support di laptop/komputer mahasiswa. Jadi sulit jika dilakukan secara daring.",0
Kurang dalam menjelaskan,0
Dalam menyampaikan materi lebih jelas lagi dan pada saat praktikum tidak terlalu mengandalkan petugas yang ada di laboratorium karena jujur materi yang disampaikan petugas di laboratorium kurang jelas,0
"Kritik : jarang mengisi perkuliahan, hanya memberi PPT",0
Tolong lain kali mudah dihubungi atau direspon jika mahasiswa mengingatkan pembelajarannya,0
Menerangkan terlalu cepat kurang dipahami,0
ngga ada,0
"Dosen jarang mendampingi praktikum, praktikum didampingi oleh asisten laboratorium/ laboran namun selama praktikum laboran tidak menjelaskan cara yg baik dan benar saat pembuatan sediaan. Sering terjadi miss komunikasi dan tak jarang membuat sediaan dengan seadanya cara (tidak tahu benar atau salah).",0
Mohon untuk lebih sering menjelaskan mengenai materi yg diajarkan,0
"Terlalu cepat pada saat menjelaskan materi ketika teori maupun praktek.
Dosen jarang masuk karena ada kepentingan lain yang tidak bisa ditunda seperti mengurusi KTI dari kakak tingkat kami yang pada akhirnya digantikan oleh asistennya sehingga ada beberapa arahan yang membuat kami bingung seperti dosen bilang pakai metode ini, asistennya bilang pakai metode ini. Ketika ditanya ulang nanti jawabannya berbeda lagi. (Ketika praktek)",0
Video pembelajaran dalam akun youtube bu Inur terkadang tidak jelas baik itu suara maupun tulisannya.,0
"Terlalu cepat pada saat menjelaskan materi ketika teori maupun praktek.
Dosen jarang masuk karena ada kepentingan lain yang tidak bisa ditunda seperti mengurusi KTI dari kakak tingkat kami yang pada akhirnya digantikan oleh asistennya sehingga ada beberapa arahan yang membuat kami bingung seperti dosen bilang pakai metode ini, asistennya bilang pakai metode ini. Ketika ditanya ulang nanti jawabannya berbeda lagi. (Ketika praktek).
Memberikan materi terlebih dahulu dalam bentuk file agar mahasiswa/mahasiswi dapat mempelajari nya",0
Kurang di pahami dalam menerangkan,0
Dalam mengajar terlalu cepat,0
"Ketika dosen tidak bisa masuk maka diganti tugas dan ketika tidak bisa masuk lalu tidak ada tugas maka harus diganti pada hari lain. Jangan ada tugas+diganti hari lain ketika beliau tidak bisa masuk, takutnya kelas yang diampu tugas sudah terlalu banyak dan deadline yang cepat sehingga kami kewalahan pula.",0
Tidak ada yang,0
"Kurang jelas dalam menyampaikan materi, untuk kedepannya agar lebih jelas dalam menyampaikan materi",0
Menjelaskan materi pembelajaran tidak hanya memberikan modul saja,0
kurang jelas dalam menyampaikan materi,0
Pada saat menyampaikan dan menjelaskan materi terlalu cepat.,0
Emosionalnya kuat jadi agak hening,0
Materi kadang lupa kirim di google classroom.,0
"Jarang menjelaskan materi secara detail, lebih sering memberikan tugas kepada mahasiswa",0
Pa agus jarang masuk mengisi kuliah. Hanya memberikan materi dan tugas mungkin kalau mengisi perkuliahan bakal lebih memahami,0
Saran dari saya situasi belajar kurang menarik kalau menjelaskan susah untuk dipahami,0
Saran dari saya lebih baik meet dari pada diekuliah dan kalau menjelaskan susah untuk dipahami,0
"Setidaknya dilakukan pertemuan walaupun tidak maksimal, tidak mengandalkan materi yang dikirimkan saja. Karena mahasiswa pun butuh penjelasan sehingga tidak merasa kesulitan.",0
"Dari setelah uts sampai sekarang tidak pernah mengisi mk melalui meet atau yg lain, hanya memberikan ppt. Semoga bu tya cepat sembuh.",0
Dalam memberikan materi pembelajaran lebih jelas lagi dan tidak terburu-buru agar mudah dipahami dan tidak mengandalkan petugas yang ada di laboratorium,0
Kurang komunikasi,0
Saran saya jangan cepat emosi dalam menghadapi mahasiswa,0
Jangan suka berubah-ubah pak kalo ngasih aturan tentang laporan yaa pak,0
Jarang masuk mata kuliah dan hanya memberikan materi tanpa menjelaskan,0
Tidak ada saran atau kritik,0
Hemm,0
Ibu kok sering gk masuk sih ke kls kita😔,0
"Jangan ngasih tugas terus , jarang di jelasin ",0
Bu kalo ngasih tugas laporan tolong lah bu jangan banyak-banyak😔,0
"Sebaiknya tetap mengajar walaupun itu lewat online dari pada hanya memberikan ppt saja, yang pastinya banyak mahasiswa yg tidak pham karena hanya mengandalkan ppt",0
Jika dihubungi mahasiswa jangan cuma di baca saja karena masa pandemi seperti ini serba susah dan bingung,0
Jangan susah jika dihubungi mahasiswa,0
Jika di google meet suara dari bu Evi kurang terdengar,0
Terkadang penjelasan ada yang kirang dipahami,0
Jika menjelaskan materi jangan terlalu cepat saya tidak menangkap jelas materi,0
Menurut saya slama ini cuma kasih materi dan tidak adanya pengajaran sehingga saya tidak terlalu paham dengan materi yang selama ibu kasih di ppt.,0
"Tidak pernah masuk selama perkuliahan, hanya membagikan materi saja untuk dipelajari, jadi mahasiswa kurang mengerti",0
Jangan galak - galak pak,0
Jangan galak-galak bu,0
Tiidak ada,0
dikurangi penugasannya karena jarang masuk saat mata kuliah sehingga materi kurang bisa di mengerti.,0
Jgn saklek saklek walaupun daring..,0
"Karena di masa pandemi,jadi pembelajaran online kurang efektif ",0
Gada,0
"Mohon jgn ngasih tugas trs pak setiap pertemuan, disini juga butuh penjelasan, terimakasih",0
kalo ngasih tugas jangan banyak banyak,0
"Mohon maaf, usahakan perbanyak materi. Karena dengan tugas belum tentu mahasiswa mampu menguasai materinya",0
Jika dihubungi langsung dijawab,0
"Perbanyak materi , tugas tidak cukup untuk membuat mahasiswa mampu menguasai mata kuliah Teknologi Sediaan Solid",0
Iyah,0
"Dosen masuk cuma sekali dalam semester ini, udh byr mahal tadi tidak diajar mohon diperbaiki",0
Sistem pembelajaran diperbaiki agar mahasiswa bisa paham,0
LEBIH JELAS LAGI DALAM MENERANGKAN,0
Penjelasan materi kurang bisa dipahami.,0
agak susah di hubungi lewat WA,0
terlalu sering memberi tugas tetapi jarang masuk memberikan penjelasan materi,0
terlalu sering memberikan tugas tetapi jarang menjelaskan materi yang di share,0
"Materi yang dijelaskan cukup banyak, jadi agak susah untuk memahami",0
kurang jelas dalam memberikan materi,0
dalam penyampaian materi kurang jelas mohon jika berbicara bahasa inggris alangkah baiknya diselingi pake bahasa indonesia agar mahasiswa bisa mudah memahami,0
sukanya memberikan tugas ketika Mk jarang masuk juga ketika teori selalu tugas,0
selalu memberkan tugas dan jarang memberikan penjelasan,0
jarang masuk soalnya sibuk dengan pekerjaanya harusnya jika ada mk hari ini stop dalam pekerjaan lain di fokuskan untuk pembelajaran,0
Penjelasanya kurang enak dan terlalu cepet,0
Pak jokonya gak ada ketika praktek mniding kalau praketek pak jokonya hadir jgan diwakilkan,0
Tidak ada praktek sama sekali mungkin karena pandemi jadi belum pernah ada kegiatan ini,0
Tidak ada praktek untuk makul ini,0
"Ga pernah praktikum , so gak ada saran dan kritik ",0
terlalu cepat dalam menyampaikan materi,0
Tidka ada,0
"Ibu nya jarang masuk untuk mengajar, mungkin efek hamil kali ya jadi jarang masuk. Selama 1 semester ibu cuma masuk 1 atau 2 kali saja.",0
Full bahasa inggris kalo njelasin materi emang bagus sih . tapi kalau ngomongnya kecepatan juga saya gak ngerti miss:(,0
Belum pernah praktikum jadi tidak ada saran dan kritik,0
Text book banget jadi monoton kalau ngejelasin materi pak .,0
Belum ada saran dan kritik karena emang belum pernah praktikum langsung,0
"Saran : -
Kritik : -",0
Ibu maaf jika sedang mengajar tolong jangan mengobrol dengan teman/dosen yang lain apalagi sampai ditinggal hehehe,0
"Ibu maaf, jika sedang mengajar tolong jangan sambil makan hehee",0
Jangan memilah milih mahasiswa entah itu dari lulusan farmasi/tidak. Harus adil dalam pembelajaran.,0
Jangan terlalu cepat dalam pembelajaran,0
"Mohon jika menjelaskan lbh jelas lg, dan beri kepastian",0
Materi yang diberikan kurang,0
Jangan main tangan,0
Sabarin aja yg banyak buat saya,0
Hmm saya ga tau apa apa,0
No,0
"Sangat disayangkan materi yabg harusnya didapat dengan jelas namun dalam penyampaiannya sangat"" membingungkan.",0
Puyeng banyakan nonton video😇,0
"Mohon dengan sangat, jangan terlalu memaksakan pembelajaran luring dalam masa pandemi seperti sekarang ini.",0
"Jangan terlalu memaksakan diri jika memang tidak sanggup, jadi kesannya seperti kurang pengetahuan dibidang atau mata kuliah ini.",0
"Jelaskan apa yg harus dijelaskan jika sedang mk jangan selalu keluar dari mk yg tak ada kaitannya dengan mk yg ibu sedang mengajar, jika ada mahasiswa yg bertanya tolong jelaskan dengan lengkap dan berakurat. Jika sedang menerangkan tolong diselesaikan agar tidak muter2 pembahasannya satu2 dlu contoh : dosen : Chemical dalam dunia steward (langsung mengalihkan pembicaraan dan mengajak ngobrol mahasiswa lain ) sedangkan belum selesai pembelajarannya.",0
"Saat praktek tida memiliki tempah yang sesuai dengan mata kuliahnya, dan ketersediaan alat dan bahan masih kurang ",0
"Kuasai dahulu materi yang akan di ajarkan, ",0
Saran cari dosen yang berpengalaman di bidang nya,0
Suaranya di kencengin lagi,0
Harus lebih menguasai materi yang akan diajarkan.,0
Nih tolong ya .. dimana mana dosen itu pasti nyiapin bahan materi buat kita pelajari modul buat kita belajar pegangan kita sebagai mahasiswa .. di tanya modul jawabane cari diinternet terus buat apa adanya kelas ini buat apa mending gak usah di adain sekalian gak perlu kasih kamu pelajaran yg dosen nya sendiri pun gak siap .. kami bayar dikampus ini di jurusan ini dapet model dosen seperti ini khususnya saya merasa rugi .. ganti dosennya kalo memang gak siap mengambil mata kuliah ini .. jangan cuman bisa ganti ganti orang seenak mau nya sendiri tapi gak bisa mikirin kualitas yg ada .. itu BODOH namanya,0
"dosen menyampaikan materi hanya berpaku pada yang ada diinternet,dan hanya menyampaikan ulang dengan cara membaca sepertibiasa,kalau dengan cara begitu kasih saja materi dan mahasiswa bisa membaca dengan sendiri-sendiri",0
Kalo ngga mumpuni jadi kaprodi mundur saja kawan 🙏🙏 save Perhotelan,0
Kalau tidak berkompeten jari kaprodi mundur saja kawan save Perhotelan 🙏🙏🙏,0
Cara menyampaikan materi terkadang menggunakan kalimat/kata2 yang sulit dipahami mahasiswa,0
Engga ada,0
Materi kurang jelas,0
"Masuk MK nya jangan terlalu lama pak,jdi buang waktu",0
Jangan terlalu banyak menyelipkan candaan ditengah2 menyampaikan materi.,0
Di ganti ajah Dosen B.inggris perhotelan'nya,0
saran pak untuk tugas jangan sering² video ya pak😅,1
Jika movie time mohon agar film yang ditayangkan film yang populer,1
saran bu agar sering masuk kelas,1
Semakin ditingkatkan lagi ibu,1
Semoga lebih baik lg bu,1
Saran saya ibu jika memberi materi tepat waktu,1
Semoga lebih menyenangkan lagi saat menggunakan gmeet,1
Semakin ditingkatkan lagi pak,1
Vocabulary sangat meresahkan 😂,1
Semoga lebih menyenangkan lagi,1
"Jika memberi tugas kami diberitahu, di ekuliah tidak ada notifikasi untuk tugas. kami sering terlewat tugasnya karena tidak mengetahui",1
Semakin ditingkatkan lagi bu,1
Ditingkatkan lagi,1
Cukup baik,1
Semoga kedepannya lebih baik lagi dalam mengajar :),1
Cukup.,1
Dalam penyampaian materi perlu ditingkatkan lagi,1
Jangan terlalu cepat penjelasannya saat offline,1
Tidak ada saran,1
Kurangin untuk metode meringkas.,1
semoga kedepannya bisa mudah untuk dihubungi,1
Saran : sudah cukup baik,1
Tidak ada saran dan kritik pak,1
Sudah cukup baik,1
Sudah cukup jelas,1
Hanya menjelaskan lewat youtube,1
Mungkin bisa untuk sekali kali gmeet,1
Lebih ditingkatkan lagi,1
Pertahankan dan perbaiki,1
Seharusnya ada hand book,1
Menjelaskann materi agar lebih jelas lagi,1
"Untuk metode pembelajaran yang di lakukan pada semester ini sebenarnya tidak terlalu efisien, karena mahasiswa di minta untuk presentasi materi setiap minggu dan dosen hanya menambahkan penjelasan di saat sisa waktu tinggal sedikit, sehingga mahasiswa tidak terlalu faham tentang materi tersebut.",1
Dalam menjelaskan lebih detail lagi,1
semoga bisa sabar menghadapi mahasiswanya,1
Menjelaskan materi dengan jelas lagi,1
tetap sabar ketika mengajar & tetap jd dosen yg baik,1
"Belum deh, soalnya bu pipit baikkkk",1
kalaupun tidak ada meet seenggaknya buat video materi atau buat ppt materi jangan mahasiswa di biarkan cuma absen di e kuliah aja ketika mau uas kami bingung mau mempelajari apa,1
Sangat mudah di pahami pak. Namun ya di pertengahan semester harus ganti dosen,1
"Mohon maaf ibuk, jika bertemu kembali di semester berikutnya lebih di tingkatkan kembali untuk hadir dalam menyampaikan materi",1
Semoga bisa lebih tegas dalam mengajar,1
Sehat selalu pak:),1
Sehat selalu ibu:),1
"Sarannya lebih baik kedepann nggeh bu, supaya kami lebih dekat lagi dengan ibu, walaupun ibu super sibuk sekali, kami bisa memaklumi bu. Semangat terus bu",1
Apabila menjelaskan materi jangan terlalu cepat supaya kami bisa paham,1
Ya lebih semangat klo ngajar pak,1
Mantaulll,1
Lebih ditingaktkan lagi nggeh bu komunkasi dengn mahasiswanya bu😊😊,1
Cukp baik,1
lebih baik lg,1
"Dosen ketika menerangkan materi terlalu cepat bicaranya. Tapi masih bisa dipahami. Mungkin akan lebih paham ketika offline, karena sebenarnya saya sedikit kesusahan.",1
Mantul pak lanjutkan,1
Lebih banyakin via gmeet bu tapi ibu menerangkan jangan cuma di yt aja rada membosankan buu,1
"Semuanya baik, lebih baik jika sesekali kuliah offline memberi kesempatan mahasiswa yang masih bingung dengan materi, agar lebih jelas.",1
"Sebaiknya sesekali memberikan quiz, agar mahasiswa mendapat gambaran ketika UTS/UAS. Karena saya sewaktu uts mengalami kesulitan karena sangat jarang diberikan soal latihan.",1
lebih tepatnya pembelajarannya harus belajar sendiri dulu baru dijelaskan lebih rinci,1
"Sudah baik dalam penjelasan mengenai materi yang diberikan , tetapi terkadang kita bosan kalau materi yang diberikan terlalu banyak tidak dipersingkat , singkata tapi dapat dipahami daripada kebanyakan tapi mahasiswa kurang paham akan materi.",1
Cara penyampaian materi harus lebih jelas lagi dan gaya belajarnya supaya lebih menyenangkan.,1
Cukup,1
Lebih banyakin materi,1
Diperbaiki metode perkuliahannya,1
Kalo disuruh nonton film jangan yang berbayar pa hehe,1
Diperbaiki lagi metode perkuliahannya,1
Untuk  memberikan materi atau tugas  sesuai jadwal MK,1
Lebih semangat lagi di sesi penjelasanya,1
"Sering"" meeting class bu",1
Diharapkan dosen memberikan modul kepada mahasiswa,1
"Baik, tapi akan lebih baiknya lagi jangan selalu menggukan yt dalam  pembelajaran, tetapi ada kontak menggunakan meet agar lebih enak berkomunikasinya.",1
Contoh soal dan soal disamain bu penjelasanya jadi tidak bingung pas mengerjakan hehe,1
Pembelajaran sma ujian materinya di samain pa hehe,1
"Sudah baik, terkadang tidak ada kepastian mau meet atau tidak lebih baik ada komunikasi yang lebih agar mudah untuk mengetahui nya ",1
Terus diperbaiki dan dikembangkan agar lebih baik,1
Sedikit saran agar adanya materi dari dosen sendiri agar mahasiswa juga punya referensi dari dosen yang bersangkutan,1
Saran diperbanyak lagi dalam gmeet,1
"Sudah baik , tetapi terkadang terlalu kecepetan dalam pembelajaran jadi kurang memahami ",1
Terus dikembangkan agar bisa menjadi lebih baik lagi,1
Saran ditambah dengan modul,1
"Baik, tetapi kadang ngga dikasih kepastian mau meet jam berapa padahal udah waktunya meet tapi ibunya belum masuk"" jadi bingung sendiri  , diperbaiki lagi ibu agar lebih baik .",1
Dosen seringkali tidak masuk tanpa ada konfirmasi dan tiba tiba mengumumkan kelas pengganti secara mendadak tapi tidak apa apa karna UTS nya gampang:),1
Saat kuis diekuliah agar dapat ditampilkan jawaban yg salah agar mahasiswa dapat mempelajarinya kembali dg baik karena yg ditampilkan hanya nilai nya saja.,1
Saran lebih sering gmeet,1
Semoga dalam mengajar bisa lebih baik lagi dari sebelumnya,1
Saran seharusnya lebih sering gmeet,1
Lebih tepat waktu apabila sudah ada jam mata kuliah nya,1
Untuk penjelasan mohon dipercepat lagi,1
Lebih baik memberikan modul untuk referensi belajar,1
"Dalam mengajar mudah dipahami dan kalau bisa lebih asik, menarik lagi dalam mengajar biar jangan spaneng ",1
Saat menjelaskan dimohon suaranya besar dan jelas,1
Semoga dalam mengajar bisa lebih baik lagi agar mahasiswa lebih bisa menguasai materi.,1
"Dalam mengajar cukup baik mudah dipahami semoga ilmunya bermanfaat yah pak, bisa diterapkan kedunia nyata dengan detail dan bisa menyenangkan lagi dalam mengajar biar jangan spaneng mahasiswa nya.",1
Sudah cukup semoga kedepannya bisa lebih baik lagi dalam mengajar. Kalau bisa ada tambahan untuk menyampaikan materinya tidak berpatokan pada video di youtube saja.,1
"Tidak ada, karena sudah mengajar dengan baik",1
"Saran : Cara mengajar dan menjelaskan materinya harus ditingkatkan lg supaya jauh lebih baik untuk kedepannya.
Kritik : Tidak ada",1
Sebaiknya saat MK dilakukan gmeet,1
"Kedepannya makin rajin dalam menyampaikan materi baik lagi dalam mengajar, agar kami semua bisa mencakup materi yang ibu berikan dan juga kedepannya supaya bisa bikin pembelajaran yang menyenangkan dalam kelas maupun daring. Terimakasih🙏",1
"Semoga dalam menjawab chat mahasiswa bisa lebih ditingkatkan lagi, karena cukup lama dan kadang cuma di read saja",1
Sebaiknya dosen dalam menjelaskan materi pada saat daring harus lebih diperjelas lg supaya mahasiswa bisa lebih mudah memahaminya.,1
Semoga kedepannya bisa lebih baik lagi,1
Kedepannya bisa lebih baik lagi,1
Semoga ke depannya bisa lebih baik lagi,1
"Saran: Sebaiknya proses pembelajarannya lebih ditingkatkan lg supaya bisa jauh lebih baik untuk kedepannya.
Kritik : Harus lebih disiplin dan tepat waktu lg ketika pembelajaran dimulai.",1
Semoga bisa offline agar bisa praktik langsung.,1
"Tugasnya dikurangin pa, hehe",1
Semoga kedepannya bisa lebih baik lagi dalam mengajar.,1
"Tidak ada, sudah cukup baik",1
"Saran : Sebaiknya dosen dalam pembelajarannya harus diperjelas lg ketika sedang menjelaskan materi pada saat daring supaya mahasiswa lebih mudah memahaminya.
Kritik : Tidak ada",1
Sudah cukup baik semuanya hanya lebih menarik lagi ketika membuat bahan ajar agar cepat dimengerti,1
Lebih menarik lagi ketika membuat bahan ajar agar lebih menyenangkan dan dapat cepat dipahami,1
Lebih menarik lagi membuat bahan ajarnya agar mudah dipahami,1
Lebih jelas lagi ketika menjelaskan materi,1
Ketika menjelaskan jangan cepet-cepet,1
Lebih menarik lagi ketika membuat bahan ajar dan  lebih jelas lagi ketika menjelaskan materi jangan cepet-cepet,1
Menurut saya sudah cukup,1
Sudah cukup baik tapi dalam menerangkan intonasinya terlalu cepat jadi kurang mudah dipahami.,1
Saat menjelaskan materi dimohon untuk tidak terlalu lambat,1
Semoga dapat memberikan modul sebagai referensi belajar.,1
Saat memberikan kuis mohon per bab 1 kuis saja,1
Sebaiknya sebelum presentasi menjelaskan materi terlebih dahulu,1
Adakan kuis,1
Saran agar saat memulai meeting online memberitahukan jam berapa akan dimulai,1
Saat menjelaskan harap jangan bertele-tele,1
Dosen ini sangat bagus dalam mengajar ia juga memberikan media kuliah hanya saja dosen ini sering tidak hadir karena memiliki keperluan yang lain.,1
Harus lebih ditingkatkan lg pembelajarannya supaya jauh lebih baik untuk kedepannya.,1
"Saran saya jangan sering bikin tugas video, labuh baik di ketik atau di tulis saja :)",1
Saran agar memberikan materi pembelajaran untuk belajar,1
Cukup baik dalam mengajar.,1
Cukup baik.,1
Cukup menarik kalau mengajar,1
Cukup baik dalam mengajarnya,1
Cukup baik kalau mengajar,1
Cukup baik mengajarnya,1
Lebih menjelaskan dg detail,1
sudah cukup baik.,1
Pertahankan dan tingkatkan kembali cara mengajarnya,1
Dipertahankan dan Ditingkatkan kembali cara mengajarnya,1
Cukup baik dlm menjelaskan materi,1
Dipertahankan dan Ditingkatkan kembali cara memaparkan materi,1
Mudah di pahami saat menerangkan,1
"Maaf Mr, terlalu banyak tugas, Tolong tugasnya dikurangin😂 ",1
Semoga kedepannya makin baik,1
"Menurut saya, Bapak Arif dalam menjelaskan materi jelas dalam penyampaian, namun seharusnya jangan setiap pertemuan selalu ada tugas, apalagi yang berhubungan dengan medsos karena tidak semua mahasiswa senggang dan tidak dalam bekerja. ",1
Sudah cukup jelas,1
"Jangan keseringan kasih tugas ya pak, karena sudah cukup lelah dengan pekerjaan. bukan maksud mengeluh hanya berkeluh kesah",1
semangat pakkk,1
semoga kedepannya semakin baik lagi,1
Jika mahasiswa 1kelas sudah menyelesaikan kuis. Diharapkan untuk membagikan jawaban yang benar jadi mahasiswa tau bahwa kesalahan dalam mengisi kuis di pertanyaan yg mana (buat evaluasi mahasiswa).,1
Cara mengajarnya sudah baik,1
semangat ibuuuu,1
Kurangi untuk tugas,1
Saran : Semoga jika dipertemukan di semester berikutnya tugas yang diberikan tidak terlalu banyak.,1
Tingkatkan lagi,1
Semoga kedepannya makin baik lagi,1
semangat,1
Semoga kedepannya bisa lebih baik lagi dalam pengajarannya dan semakin menarik,1
Jika memberikan tugas KWU tentang menanam hidroponik sebaiknya dibimbing dan diberikan pemahaman bagi kami secara lebih jelas lagi,1
terus semangat bu,1
Maaf pa harus lebih asik lagi kalo ngajar😂,1
"Orangnya menyenangkan, tpi saya kurang begitu memahami dari penjelasan materi yg disampaikan Karana penjelasannya hanya melalui kelompok",1
Saran : semoga lebih baik lagi dalam menjelaskan materi terutama pada materi perhitungan.,1
lebih jelas lagi ibuu,1
Saya hanya berharap apa yang orang tua saya keluarkan untuk saya sebanding dengan apa yang saya dapat dalam pendidikan ini.,1
Materi yang disampaikan sudah cukup jelas untuk dipahami mahasiswa.,1
Saran : Lebih baik dosen memberikan modul sebagai bahan belajar mahasiswa karena pada materi akuntansi perbankan ini agak susah untuk belajar otodidak tanpa modul.,1
Dalam menjelaskan secara online munkin harus lebih ditingkatkan lagi agar mahasiswa bisa paham,1
Dalam menginput nilai uts maupun uas di oase sesuaikan dengan yang ada di ekuliah.,1
Saran : Semoga kedepannya lebih baik lagi dalam memberikan materi kepada mahasiswa.,1
Saran : Semoga kepadanya apabila menjelaskan materi secara online volume suaranya agak ditingkatkan agar mudah dipahami.,1
Saya harap anda membaca ini. Karena sejujurnya saya sama sekali tidak paham. Saya bukan dari jurusan pure akuntansi dan tdk melakukan pelajaran ini selama 3 thn penuh dan hanya krg 2 tahn itupun bukan pelajaran peminatan. Saya harap anda paham maksud saya. Dan untuk langsung materi anda sangat mudah dimengerti jika saya fokus. Tapi dalam pengajaran langsung berbahasa Inggris maaf saya kurang mengerti dari semester ini pak. Terimakasih.,1
Saya sangat terkesan dengan anda. Karena anda yang paling sering mengadakan offline. Tetapi saya rasa ketika offline anda terlalu cepat. Saya yang agak gaptek kurang bisa menyusul. Terimakasih,1
Sering2 kasih materi ya buk,1
Online via gmeet. Jika berkenan. Terimakasih,1
Terimakasih,1
Penjelasannya gampang dipahami,1
"Terbaiklah bu Hesti, tidak ada kritik",1
"Bu jgn sering2 ngadain tanya jawab buk, takut :(",1
"Tidak ada kritik, pokoknya terbaik bu Ririh. Sehat sehat ya Buk. ",1
Kalo lagi jelasin materi kecepetan. Semoga ke depannya lebih baik lagi:),1
Semoga ke depannya lebih menyenangkan lagi proses pembelajarannya,1
Semoga nantinya lebih baik lagi,1
Kalo ngasih kuis jangan susah-susah ya bu,1
Semoga lebih bagus lagi ya Bu:),1
Semoga tambah menyenangkan lagi ya Bu:),1
Semoga lebih banyak offlinenya biar materinya lebih mudah dipahami,1
"Semoga kedepannya sesuai dengan jadwalnya, soalnya kalo ngajar melebihi jam kuliah",1
"Kalau boleh saran suaranya dikerasin sedikit ya pak,biar tidak mengantuk terimakasih",1
Lebih baikk lagiii,1
Sudah oke,1
Jangan mundur mundur waktu di jam perkuliahan pada saat mahasiswa akan presentasi. Tetapi gapapa mahasiswa juga mengerti dosennya mungkin sibuk:),1
Lebih dijelaskan lagi pada saat membuat video untuk contoh kasus soal yang berbeda dengan materinya.,1
Materinya cukup jelas untuk dipahami mahasiswa. Selain itu juga lebih teliti dalam menginput nilai baik uts maupun uas.,1
Perlu diperhatikan dalam menjelaskan melalui share screennya. Kadang pptnya berhenti hanya suaranya saja.,1
Sebaiknya ada ringkasan bentuk modul tetapi harganya jangan mahal.,1
Dalam mengajar sudah baik tapi alangkah baiknya jija ibu sering memberikan soal latihan anggaran. Terimakasih,1
Jangan susah2 kalo bikin soal pakk😌,1
Semoga kedepannya bisa lebih baik lagi dalam pengajarannya.,1
Belum ada,1
Dalam menyampaikan materi sudah cukup jelas dan mudah dipahami,1
Dalam menyampaikan materi terlalu singkat sehingga ada kendala dalam memahami materinya,1
"Materinya banyak tapi daring membuat kurang menguasai 
",1
"Tingkatkan kinerja Ibu, dan lebih semangat lagi dalam memberikan materi",1
Semoga lebih menyenangkan dalam mengajar,1
Cara pembelajaran sudah cukup baik,1
Untuk pembelajaran sudah cukup baik,1
Untuk cara pembelajaran dan penyampaian materi sudah cukup baik,1
